t[s]	U[V]	I[A]	Piro1[mA]	Piro2[mA]	Piro1[C]	Piro2[C]
35,550	4,429	6,211	6,618	5,426	1064,017	948,434
35,560	4,425	6,203	6,622	5,425	1064,202	948,397
35,570	4,429	6,199	6,625	5,428	1064,382	948,516
35,580	4,428	6,196	6,629	5,424	1064,579	948,307
35,590	4,432	6,220	6,630	5,425	1064,628	948,395
35,600	4,425	6,203	6,628	5,426	1064,524	948,433
35,610	4,428	6,202	6,625	5,426	1064,383	948,450
35,620	4,429	6,196	6,629	5,423	1064,569	948,280
35,630	4,425	6,219	6,625	5,425	1064,358	948,363
35,640	4,425	6,208	6,624	5,426	1064,304	948,429
35,650	4,428	6,210	6,624	5,426	1064,310	948,454
35,660	4,428	6,201	6,624	5,425	1064,294	948,375
35,670	4,430	6,214	6,624	5,426	1064,310	948,416
35,680	4,431	6,204	6,629	5,425	1064,587	948,385
35,690	4,434	6,201	6,629	5,425	1064,616	948,402
35,700	4,433	6,196	6,626	5,425	1064,404	948,395
35,710	4,429	6,220	6,623	5,427	1064,269	948,468
35,720	4,422	6,201	6,624	5,426	1064,307	948,442
35,730	4,426	6,219	6,624	5,426	1064,303	948,427
35,740	4,425	6,199	6,624	5,425	1064,323	948,373
35,750	4,430	6,210	6,624	5,423	1064,337	948,255
35,760	4,426	6,186	6,624	5,426	1064,315	948,410
35,770	4,422	6,212	6,625	5,426	1064,348	948,416
35,780	4,425	6,202	6,623	5,426	1064,288	948,415
35,790	4,427	6,201	6,624	5,423	1064,303	948,244
35,800	4,430	6,188	6,619	5,425	1064,068	948,395
35,810	4,432	6,200	6,624	5,426	1064,326	948,410
35,820	4,429	6,202	6,624	5,426	1064,300	948,427
35,830	4,422	6,205	6,623	5,423	1064,284	948,244
35,840	4,427	6,191	6,624	5,426	1064,314	948,428
35,850	4,429	6,208	6,625	5,426	1064,359	948,406
35,860	4,426	6,202	6,624	5,425	1064,322	948,352
35,870	4,426	6,202	6,624	5,424	1064,321	948,302
35,880	4,430	6,197	6,625	5,425	1064,350	948,392
35,890	4,427	6,208	6,625	5,425	1064,389	948,375
35,900	4,430	6,202	6,624	5,425	1064,326	948,371
35,910	4,432	6,211	6,624	5,426	1064,324	948,418
35,920	4,427	6,196	6,625	5,426	1064,378	948,411
35,930	4,431	6,218	6,625	5,426	1064,352	948,429
35,940	4,428	6,205	6,623	5,425	1064,260	948,393
35,950	4,422	6,207	6,620	5,426	1064,110	948,418
35,960	4,425	6,207	6,618	5,426	1064,014	948,456
35,970	4,429	6,219	6,619	5,426	1064,020	948,415
35,980	4,430	6,199	6,618	5,426	1063,966	948,438
35,990	4,430	6,216	6,619	5,426	1064,066	948,413
36,000	4,425	6,200	6,623	5,426	1064,243	948,405
36,010	4,425	6,199	6,622	5,426	1064,232	948,426
36,020	4,426	6,193	6,624	5,425	1064,343	948,397
36,030	4,429	6,208	6,621	5,426	1064,163	948,446
36,040	4,431	6,195	6,619	5,425	1064,064	948,371
36,050	4,430	6,197	6,618	5,426	1064,008	948,453
36,060	4,425	6,200	6,619	5,426	1064,066	948,406
36,070	4,429	6,194	6,619	5,426	1064,049	948,441
36,080	4,427	6,193	6,618	5,427	1064,009	948,461
36,090	4,426	6,203	6,619	5,426	1064,026	948,412
36,100	4,427	6,188	6,618	5,421	1064,006	948,132
36,110	4,433	6,191	6,618	5,425	1063,987	948,395
36,120	4,429	6,187	6,618	5,424	1063,979	948,342
36,130	4,429	6,190	6,618	5,426	1064,004	948,407
36,140	4,432	6,198	6,618	5,422	1063,972	948,183
36,150	4,428	6,224	6,619	5,425	1064,032	948,385
36,160	4,425	6,202	6,618	5,423	1064,000	948,291
36,170	4,431	6,214	6,618	5,422	1064,006	948,213
36,180	4,425	6,213	6,618	5,422	1063,980	948,217
36,190	4,427	6,212	6,619	5,422	1064,064	948,213
36,200	4,425	6,202	6,619	5,422	1064,056	948,216
36,210	4,429	6,204	6,618	5,423	1064,008	948,255
36,220	4,427	6,182	6,619	5,422	1064,027	948,212
36,230	4,424	6,204	6,618	5,423	1064,017	948,252
36,240	4,430	6,198	6,618	5,423	1064,007	948,278
36,250	4,424	6,199	6,618	5,422	1064,001	948,221
36,260	4,429	6,211	6,614	5,422	1063,781	948,209
36,270	4,430	6,211	6,615	5,419	1063,833	948,037
36,280	4,427	6,188	6,615	5,423	1063,819	948,273
36,290	4,434	6,201	6,618	5,422	1064,012	948,199
36,300	4,425	6,198	6,619	5,423	1064,038	948,243
36,310	4,432	6,200	6,619	5,421	1064,027	948,167
36,320	4,431	6,192	6,619	5,424	1064,034	948,328
36,330	4,432	6,219	6,617	5,420	1063,938	948,073
36,340	4,430	6,206	6,615	5,422	1063,805	948,195
36,350	4,431	6,201	6,614	5,420	1063,752	948,087
36,360	4,431	6,191	6,619	5,424	1064,019	948,299
36,370	4,430	6,209	6,619	5,420	1064,027	948,083
36,380	4,425	6,202	6,618	5,420	1063,980	948,096
36,390	4,428	6,200	6,619	5,419	1064,021	948,059
36,400	4,426	6,189	6,619	5,422	1064,048	948,231
36,410	4,424	6,207	6,618	5,420	1064,006	948,082
36,420	4,427	6,195	6,615	5,420	1063,827	948,117
36,430	4,424	6,195	6,613	5,419	1063,704	948,065
36,440	4,428	6,186	6,613	5,422	1063,719	948,215
36,450	4,429	6,208	6,614	5,420	1063,753	948,124
36,460	4,426	6,188	6,617	5,421	1063,930	948,142
36,470	4,427	6,204	6,619	5,419	1064,025	948,049
36,480	4,424	6,196	6,618	5,420	1064,014	948,101
36,490	4,426	6,211	6,619	5,419	1064,022	948,070
36,500	4,427	6,196	6,619	5,419	1064,059	948,061
36,510	4,426	6,199	6,618	5,420	1064,001	948,097
36,520	4,425	6,194	6,614	5,419	1063,782	948,070
36,530	4,433	6,206	6,613	5,419	1063,730	948,054
36,540	4,429	6,203	6,614	5,420	1063,744	948,096
36,550	4,426	6,202	6,613	5,421	1063,700	948,131
36,560	4,429	6,194	6,613	5,420	1063,724	948,075
36,570	4,435	6,205	6,612	5,422	1063,653	948,187
36,580	4,428	6,197	6,613	5,419	1063,728	948,054
36,590	4,424	6,200	6,613	5,420	1063,716	948,078
36,600	4,428	6,202	6,613	5,420	1063,734	948,088
36,610	4,423	6,210	6,614	5,423	1063,744	948,258
36,620	4,429	6,195	6,613	5,420	1063,718	948,085
36,630	4,428	6,220	6,613	5,420	1063,741	948,114
36,640	4,427	6,195	6,614	5,420	1063,745	948,122
36,650	4,424	6,195	6,613	5,421	1063,709	948,181
36,660	4,426	6,193	6,613	5,420	1063,705	948,095
36,670	4,431	6,207	6,614	5,420	1063,753	948,122
36,680	4,428	6,202	6,614	5,419	1063,767	948,023
36,690	4,429	6,210	6,614	5,419	1063,743	948,065
36,700	4,426	6,192	6,613	5,419	1063,710	948,072
36,710	4,432	6,204	6,613	5,420	1063,733	948,098
36,720	4,424	6,190	6,613	5,419	1063,698	948,065
36,730	4,431	6,202	6,613	5,420	1063,706	948,091
36,740	4,432	6,193	6,613	5,420	1063,702	948,093
36,750	4,434	6,207	6,613	5,419	1063,702	948,054
36,760	4,429	6,198	6,613	5,420	1063,693	948,113
36,770	4,430	6,205	6,613	5,420	1063,697	948,106
36,780	4,434	6,203	6,613	5,419	1063,695	948,070
36,790	4,431	6,203	6,613	5,419	1063,731	948,046
36,800	4,432	6,193	6,614	5,419	1063,744	948,062
36,810	4,430	6,198	6,614	5,420	1063,755	948,085
36,820	4,427	6,195	6,615	5,418	1063,799	948,011
36,830	4,425	6,190	6,613	5,420	1063,738	948,090
36,840	4,424	6,197	6,613	5,419	1063,709	948,048
36,850	4,425	6,200	6,613	5,419	1063,730	948,038
36,860	4,422	6,198	6,613	5,419	1063,730	948,023
36,870	4,432	6,214	6,613	5,414	1063,697	947,779
36,880	4,428	6,195	6,612	5,417	1063,660	947,954
36,890	4,429	6,207	6,613	5,417	1063,727	947,962
36,900	4,424	6,199	6,613	5,418	1063,742	947,999
36,910	4,428	6,194	6,613	5,414	1063,700	947,755
36,920	4,426	6,189	6,613	5,418	1063,711	947,964
36,930	4,433	6,195	6,613	5,416	1063,717	947,905
36,940	4,425	6,203	6,609	5,417	1063,505	947,955
36,950	4,434	6,198	6,610	5,416	1063,533	947,897
36,960	4,431	6,186	6,610	5,418	1063,565	947,968
36,970	4,431	6,198	6,613	5,416	1063,718	947,891
36,980	4,432	6,204	6,613	5,416	1063,729	947,862
36,990	4,433	6,203	6,613	5,417	1063,709	947,932
37,000	4,432	6,201	6,612	5,418	1063,687	948,007
37,010	4,428	6,199	6,613	5,416	1063,735	947,866
37,020	4,426	6,197	6,612	5,416	1063,685	947,876
37,030	4,428	6,212	6,610	5,416	1063,535	947,898
37,040	4,429	6,182	6,610	5,416	1063,529	947,899
37,050	4,427	6,198	6,614	5,414	1063,749	947,789
37,060	4,430	6,188	6,613	5,414	1063,740	947,753
37,070	4,426	6,203	6,614	5,414	1063,765	947,794
37,080	4,426	6,190	6,614	5,414	1063,755	947,743
37,090	4,427	6,209	6,610	5,416	1063,554	947,856
37,100	4,434	6,198	6,612	5,413	1063,640	947,710
37,110	4,431	6,202	6,613	5,416	1063,731	947,853
37,120	4,432	6,190	6,612	5,413	1063,686	947,688
37,130	4,428	6,198	6,610	5,416	1063,529	947,873
37,140	4,426	6,195	6,608	5,412	1063,462	947,687
37,150	4,429	6,197	6,609	5,413	1063,474	947,714
37,160	4,432	6,189	6,609	5,413	1063,487	947,701
37,170	4,429	6,194	6,611	5,414	1063,601	947,788
37,180	4,433	6,198	6,611	5,413	1063,606	947,740
37,190	4,434	6,193	6,612	5,413	1063,639	947,718
37,200	4,435	6,194	6,609	5,412	1063,503	947,643
37,210	4,429	6,201	6,612	5,413	1063,635	947,726
37,220	4,430	6,192	6,613	5,414	1063,720	947,748
37,230	4,427	6,193	6,611	5,415	1063,632	947,822
37,240	4,429	6,193	6,611	5,416	1063,617	947,857
37,250	4,421	6,202	6,612	5,412	1063,651	947,663
37,260	4,425	6,183	6,608	5,414	1063,436	947,765
37,270	4,424	6,189	6,608	5,414	1063,461	947,775
37,280	4,426	6,195	6,611	5,413	1063,631	947,697
37,290	4,427	6,199	6,613	5,413	1063,721	947,710
37,300	4,426	6,191	6,614	5,413	1063,748	947,692
37,310	4,429	6,211	6,612	5,412	1063,658	947,680
37,320	4,432	6,192	6,609	5,413	1063,497	947,708
37,330	4,426	6,197	6,608	5,413	1063,452	947,709
37,340	4,432	6,193	6,609	5,413	1063,510	947,706
37,350	4,432	6,194	6,608	5,413	1063,446	947,721
37,360	4,425	6,185	6,608	5,412	1063,458	947,634
37,370	4,434	6,198	6,608	5,412	1063,425	947,656
37,380	4,430	6,187	6,610	5,413	1063,545	947,699
37,390	4,435	6,202	6,610	5,412	1063,524	947,687
37,400	4,437	6,186	6,609	5,413	1063,468	947,696
37,410	4,433	6,191	6,609	5,413	1063,492	947,705
37,420	4,433	6,181	6,610	5,412	1063,529	947,647
37,430	4,429	6,202	6,611	5,411	1063,612	947,596
37,440	4,436	6,184	6,613	5,412	1063,735	947,685
37,450	4,428	6,192	6,609	5,414	1063,513	947,763
37,460	4,429	6,183	6,613	5,413	1063,716	947,689
37,470	4,424	6,197	6,613	5,414	1063,690	947,757
37,480	4,428	6,192	6,609	5,413	1063,493	947,717
37,490	4,426	6,192	6,609	5,413	1063,489	947,731
37,500	4,430	6,184	6,608	5,413	1063,464	947,703
37,510	4,429	6,192	6,608	5,413	1063,446	947,733
37,520	4,432	6,193	6,608	5,414	1063,453	947,745
37,530	4,426	6,194	6,608	5,413	1063,459	947,694
37,540	4,432	6,197	6,608	5,410	1063,441	947,557
37,550	4,429	6,198	6,609	5,414	1063,482	947,755
37,560	4,436	6,189	6,609	5,412	1063,498	947,663
37,570	4,426	6,200	6,608	5,412	1063,457	947,653
37,580	4,433	6,202	6,608	5,411	1063,431	947,590
37,590	4,433	6,210	6,609	5,413	1063,478	947,716
37,600	4,437	6,186	6,611	5,412	1063,579	947,687
37,610	4,430	6,213	6,609	5,413	1063,468	947,714
37,620	4,433	6,199	6,608	5,411	1063,445	947,608
37,630	4,429	6,205	6,611	5,413	1063,595	947,688
37,640	4,433	6,176	6,609	5,409	1063,481	947,507
37,650	4,433	6,209	6,609	5,412	1063,490	947,679
37,660	4,432	6,202	6,610	5,412	1063,544	947,650
37,670	4,425	6,192	6,609	5,412	1063,503	947,687
37,680	4,430	6,180	6,608	5,412	1063,455	947,683
37,690	4,424	6,194	6,608	5,412	1063,441	947,647
37,700	4,429	6,192	6,608	5,411	1063,461	947,616
37,710	4,424	6,202	6,609	5,411	1063,497	947,583
37,720	4,431	6,188	6,608	5,412	1063,458	947,658
37,730	4,428	6,209	6,608	5,411	1063,460	947,588
37,740	4,426	6,199	6,607	5,411	1063,409	947,586
37,750	4,432	6,190	6,603	5,411	1063,175	947,579
37,760	4,434	6,195	6,603	5,411	1063,140	947,630
37,770	4,427	6,196	6,602	5,410	1063,137	947,544
37,780	4,430	6,193	6,603	5,410	1063,147	947,533
37,790	4,426	6,203	6,603	5,411	1063,174	947,599
37,800	4,431	6,179	6,603	5,412	1063,178	947,683
37,810	4,432	6,198	6,602	5,409	1063,128	947,522
37,820	4,437	6,186	6,603	5,411	1063,158	947,584
37,830	4,435	6,184	6,603	5,409	1063,169	947,496
37,840	4,428	6,186	6,603	5,411	1063,181	947,610
37,850	4,431	6,203	6,603	5,408	1063,166	947,431
37,860	4,432	6,185	6,603	5,411	1063,190	947,578
37,870	4,431	6,197	6,603	5,411	1063,188	947,581
37,880	4,432	6,182	6,603	5,412	1063,183	947,649
37,890	4,430	6,193	6,604	5,410	1063,194	947,527
37,900	4,426	6,192	6,604	5,412	1063,203	947,649
37,910	4,427	6,200	6,603	5,412	1063,176	947,645
37,920	4,425	6,194	6,603	5,410	1063,170	947,568
37,930	4,426	6,196	6,603	5,411	1063,148	947,630
37,940	4,428	6,193	6,603	5,411	1063,139	947,622
37,950	4,428	6,198	6,603	5,410	1063,147	947,543
37,960	4,428	6,198	6,605	5,409	1063,251	947,478
37,970	4,430	6,193	6,605	5,409	1063,290	947,519
37,980	4,432	6,204	6,606	5,411	1063,332	947,595
37,990	4,430	6,200	6,604	5,409	1063,197	947,468
38,000	4,436	6,188	6,603	5,408	1063,150	947,436
38,010	4,428	6,203	6,603	5,410	1063,165	947,542
38,020	4,431	6,186	6,604	5,407	1063,228	947,369
38,030	4,433	6,196	6,604	5,409	1063,214	947,514
38,040	4,436	6,190	6,603	5,410	1063,176	947,526
38,050	4,429	6,195	6,603	5,412	1063,174	947,655
38,060	4,436	6,187	6,603	5,407	1063,147	947,370
38,070	4,428	6,195	6,604	5,408	1063,207	947,442
38,080	4,439	6,189	6,603	5,409	1063,169	947,508
38,090	4,431	6,180	6,602	5,411	1063,127	947,589
38,100	4,429	6,197	6,602	5,407	1063,116	947,400
38,110	4,431	6,196	6,603	5,409	1063,187	947,481
38,120	4,429	6,183	6,603	5,407	1063,158	947,407
38,130	4,425	6,200	6,603	5,408	1063,147	947,462
38,140	4,432	6,189	6,603	5,407	1063,162	947,384
38,150	4,427	6,201	6,604	5,409	1063,195	947,479
38,160	4,431	6,195	6,603	5,406	1063,178	947,338
38,170	4,426	6,187	6,603	5,407	1063,182	947,358
38,180	4,427	6,184	6,604	5,407	1063,211	947,381
38,190	4,429	6,203	6,603	5,407	1063,163	947,384
38,200	4,434	6,185	6,604	5,407	1063,200	947,405
38,210	4,432	6,195	6,603	5,406	1063,177	947,352
38,220	4,431	6,196	6,603	5,406	1063,180	947,341
38,230	4,428	6,198	6,602	5,407	1063,136	947,398
38,240	4,434	6,191	6,602	5,407	1063,110	947,406
38,250	4,431	6,191	6,603	5,407	1063,150	947,410
38,260	4,429	6,188	6,603	5,406	1063,164	947,351
38,270	4,435	6,193	6,603	5,407	1063,155	947,360
38,280	4,436	6,176	6,603	5,406	1063,162	947,342
38,290	4,429	6,200	6,602	5,405	1063,136	947,302
38,300	4,435	6,190	6,603	5,406	1063,178	947,328
38,310	4,429	6,198	6,604	5,404	1063,210	947,234
38,320	4,432	6,187	6,604	5,407	1063,203	947,384
38,330	4,424	6,196	6,603	5,404	1063,164	947,215
38,340	4,429	6,192	6,604	5,404	1063,203	947,245
38,350	4,429	6,191	6,603	5,401	1063,153	947,060
38,360	4,424	6,187	6,603	5,406	1063,172	947,312
38,370	4,427	6,200	6,604	5,404	1063,198	947,226
38,380	4,436	6,196	6,600	5,406	1062,993	947,306
38,390	4,430	6,196	6,599	5,400	1062,925	947,007
38,400	4,428	6,192	6,600	5,406	1063,004	947,312
38,410	4,430	6,194	6,600	5,403	1063,006	947,152
38,420	4,429	6,192	6,598	5,404	1062,875	947,200
38,430	4,429	6,194	6,601	5,403	1063,075	947,162
38,440	4,431	6,195	6,603	5,405	1063,182	947,282
38,450	4,427	6,188	6,603	5,402	1063,155	947,110
38,460	4,431	6,184	6,603	5,403	1063,173	947,154
38,470	4,429	6,178	6,603	5,400	1063,167	947,024
38,480	4,435	6,199	6,603	5,400	1063,156	947,000
38,490	4,431	6,206	6,604	5,400	1063,231	946,990
38,500	4,434	6,200	6,602	5,399	1063,119	946,940
38,510	4,432	6,195	6,599	5,400	1062,967	947,018
38,520	4,435	6,184	6,598	5,400	1062,890	947,024
38,530	4,427	6,191	6,598	5,400	1062,902	947,002
38,540	4,430	6,175	6,599	5,400	1062,924	946,990
38,550	4,429	6,189	6,597	5,399	1062,858	946,972
38,560	4,429	6,185	6,598	5,399	1062,902	946,969
38,570	4,427	6,187	6,598	5,400	1062,894	946,988
38,580	4,429	6,177	6,598	5,400	1062,909	947,006
38,590	4,427	6,199	6,599	5,400	1062,922	946,996
38,600	4,432	6,197	6,598	5,400	1062,893	947,012
38,610	4,425	6,197	6,598	5,402	1062,869	947,131
38,620	4,430	6,186	6,596	5,400	1062,803	946,984
38,630	4,427	6,194	6,595	5,400	1062,716	946,976
38,640	4,426	6,195	6,598	5,400	1062,895	947,008
38,650	4,426	6,186	6,595	5,399	1062,743	946,967
38,660	4,433	6,189	6,598	5,399	1062,869	946,963
38,670	4,429	6,193	6,597	5,400	1062,822	946,994
38,680	4,433	6,187	6,597	5,400	1062,856	946,991
38,690	4,434	6,198	6,598	5,401	1062,880	947,032
38,700	4,437	6,184	6,598	5,399	1062,896	946,948
38,710	4,429	6,198	6,598	5,400	1062,871	946,994
38,720	4,436	6,201	6,598	5,400	1062,882	947,024
38,730	4,436	6,198	6,597	5,400	1062,857	946,998
38,740	4,431	6,191	6,599	5,400	1062,929	946,977
38,750	4,428	6,187	6,598	5,400	1062,907	946,997
38,760	4,430	6,189	6,599	5,399	1062,918	946,958
38,770	4,423	6,197	6,598	5,400	1062,888	946,982
38,780	4,427	6,183	6,598	5,401	1062,873	947,028
38,790	4,425	6,197	6,599	5,400	1062,948	946,993
38,800	4,428	6,189	6,598	5,400	1062,904	946,980
38,810	4,428	6,184	6,598	5,400	1062,911	946,993
38,820	4,431	6,181	6,598	5,399	1062,901	946,967
38,830	4,430	6,192	6,599	5,400	1062,930	946,998
38,840	4,438	6,187	6,597	5,399	1062,839	946,961
38,850	4,432	6,202	6,598	5,400	1062,894	947,002
38,860	4,429	6,206	6,598	5,402	1062,908	947,122
38,870	4,434	6,187	6,593	5,400	1062,633	947,011
38,880	4,428	6,175	6,593	5,400	1062,619	946,985
38,890	4,428	6,191	6,596	5,400	1062,783	946,989
38,900	4,434	6,179	6,595	5,400	1062,739	947,020
38,910	4,428	6,181	6,594	5,400	1062,684	946,979
38,920	4,432	6,179	6,593	5,399	1062,600	946,959
38,930	4,437	6,185	6,593	5,400	1062,616	946,986
38,940	4,429	6,191	6,596	5,401	1062,780	947,068
38,950	4,428	6,177	6,598	5,400	1062,897	946,977
38,960	4,431	6,187	6,601	5,400	1063,070	946,980
38,970	4,425	6,191	6,600	5,400	1062,980	946,994
38,980	4,427	6,185	6,602	5,400	1063,108	946,998
38,990	4,424	6,196	6,603	5,400	1063,158	947,012
39,000	4,426	6,184	6,599	5,399	1062,961	946,955
39,010	4,428	6,202	6,599	5,400	1062,949	946,977
39,020	4,426	6,190	6,599	5,400	1062,937	946,981
39,030	4,429	6,184	6,598	5,400	1062,871	946,975
39,040	4,427	6,185	6,602	5,400	1063,096	947,006
39,050	4,426	6,192	6,602	5,401	1063,094	947,032
39,060	4,429	6,184	6,603	5,400	1063,185	946,989
39,070	4,427	6,187	6,603	5,404	1063,157	947,200
39,080	4,425	6,193	6,603	5,400	1063,159	947,023
39,090	4,427	6,183	6,603	5,402	1063,183	947,130
39,100	4,430	6,195	6,603	5,401	1063,180	947,052
39,110	4,433	6,195	6,604	5,404	1063,193	947,221
39,120	4,429	6,183	6,603	5,401	1063,152	947,071
39,130	4,433	6,180	6,604	5,404	1063,242	947,198
39,140	4,431	6,183	6,604	5,402	1063,200	947,098
39,150	4,430	6,186	6,604	5,404	1063,204	947,193
39,160	4,429	6,199	6,601	5,401	1063,079	947,070
39,170	4,434	6,193	6,599	5,405	1062,965	947,296
39,180	4,426	6,187	6,602	5,401	1063,131	947,067
39,190	4,428	6,203	6,602	5,403	1063,129	947,152
39,200	4,429	6,185	6,603	5,401	1063,184	947,052
39,210	4,423	6,196	6,603	5,404	1063,163	947,218
39,220	4,426	6,184	6,603	5,401	1063,172	947,047
39,230	4,425	6,194	6,603	5,402	1063,159	947,119
39,240	4,428	6,190	6,603	5,400	1063,181	947,006
39,250	4,427	6,196	6,599	5,403	1062,960	947,179
39,260	4,429	6,182	6,603	5,400	1063,151	947,026
39,270	4,432	6,198	6,602	5,402	1063,134	947,100
39,280	4,426	6,198	6,600	5,401	1063,002	947,051
39,290	4,428	6,198	6,603	5,400	1063,184	947,003
39,300	4,424	6,190	6,603	5,400	1063,189	946,989
39,310	4,431	6,180	6,603	5,400	1063,156	947,014
39,320	4,432	6,185	6,603	5,400	1063,157	947,024
39,330	4,430	6,193	6,603	5,401	1063,189	947,032
39,340	4,431	6,183	6,603	5,399	1063,164	946,940
39,350	4,430	6,190	6,603	5,400	1063,178	947,000
39,360	4,432	6,182	6,601	5,400	1063,058	947,006
39,370	4,432	6,185	6,598	5,400	1062,906	946,974
39,380	4,431	6,186	6,599	5,399	1062,922	946,940
39,390	4,426	6,183	6,596	5,398	1062,785	946,866
39,400	4,423	6,178	6,592	5,400	1062,568	947,013
39,410	4,425	6,188	6,593	5,399	1062,607	946,928
39,420	4,423	6,183	6,592	5,399	1062,572	946,953
39,430	4,426	6,197	6,593	5,397	1062,627	946,818
39,440	4,429	6,184	6,592	5,397	1062,586	946,856
39,450	4,429	6,189	6,593	5,395	1062,592	946,721
39,460	4,424	6,177	6,593	5,398	1062,596	946,911
39,470	4,425	6,188	6,593	5,394	1062,604	946,664
39,480	4,425	6,179	6,593	5,397	1062,598	946,810
39,490	4,425	6,194	6,592	5,393	1062,536	946,595
39,500	4,427	6,196	6,591	5,395	1062,532	946,701
39,510	4,430	6,185	6,593	5,393	1062,591	946,611
39,520	4,429	6,181	6,593	5,393	1062,614	946,640
39,530	4,428	6,187	6,593	5,394	1062,588	946,686
39,540	4,427	6,184	6,593	5,394	1062,589	946,656
39,550	4,429	6,192	6,593	5,392	1062,604	946,578
39,560	4,429	6,169	6,592	5,393	1062,587	946,606
39,570	4,436	6,192	6,593	5,393	1062,590	946,613
39,580	4,435	6,199	6,593	5,393	1062,591	946,627
39,590	4,433	6,189	6,591	5,394	1062,511	946,654
39,600	4,429	6,178	6,587	5,391	1062,286	946,488
39,610	4,424	6,186	6,587	5,393	1062,288	946,601
39,620	4,431	6,193	6,587	5,391	1062,299	946,519
39,630	4,427	6,196	6,586	5,393	1062,249	946,623
39,640	4,425	6,179	6,587	5,391	1062,290	946,485
39,650	4,430	6,185	6,587	5,392	1062,297	946,579
39,660	4,429	6,185	6,586	5,390	1062,210	946,452
39,670	4,425	6,187	6,584	5,393	1062,095	946,615
39,680	4,425	6,179	6,582	5,388	1062,036	946,361
39,690	4,425	6,188	6,583	5,393	1062,044	946,599
39,700	4,428	6,187	6,583	5,391	1062,061	946,479
39,710	4,428	6,188	6,583	5,393	1062,081	946,599
39,720	4,430	6,183	6,583	5,389	1062,049	946,369
39,730	4,428	6,190	6,586	5,392	1062,229	946,548
39,740	4,425	6,194	6,585	5,390	1062,156	946,432
39,750	4,428	6,201	6,586	5,393	1062,234	946,601
39,760	4,424	6,180	6,584	5,394	1062,133	946,655
39,770	4,434	6,187	6,583	5,392	1062,051	946,571
39,780	4,433	6,173	6,582	5,392	1062,008	946,555
39,790	4,432	6,181	6,586	5,392	1062,210	946,561
39,800	4,429	6,187	6,583	5,393	1062,080	946,626
39,810	4,431	6,181	6,583	5,393	1062,053	946,628
39,820	4,430	6,198	6,583	5,394	1062,082	946,646
39,830	4,427	6,193	6,586	5,393	1062,219	946,610
39,840	4,427	6,185	6,587	5,393	1062,267	946,620
39,850	4,424	6,196	6,587	5,393	1062,265	946,625
39,860	4,423	6,188	6,586	5,392	1062,256	946,584
39,870	4,428	6,185	6,587	5,393	1062,280	946,627
39,880	4,429	6,164	6,588	5,394	1062,330	946,667
39,890	4,426	6,193	6,587	5,393	1062,284	946,630
39,900	4,425	6,169	6,587	5,395	1062,293	946,708
39,910	4,430	6,183	6,587	5,393	1062,262	946,636
39,920	4,423	6,180	6,588	5,396	1062,314	946,772
39,930	4,429	6,175	6,592	5,393	1062,536	946,621
39,940	4,430	6,180	6,593	5,399	1062,622	946,930
39,950	4,431	6,196	6,593	5,394	1062,599	946,695
39,960	4,432	6,188	6,594	5,397	1062,651	946,840
39,970	4,430	6,191	6,593	5,394	1062,603	946,651
39,980	4,431	6,182	6,591	5,398	1062,520	946,876
39,990	4,429	6,186	6,592	5,395	1062,583	946,748
40,000	4,428	6,170	6,593	5,398	1062,598	946,910
40,010	4,436	6,185	6,593	5,398	1062,605	946,879
40,020	4,431	6,186	6,593	5,400	1062,612	946,990
40,030	4,431	6,201	6,592	5,400	1062,585	947,010
40,040	4,425	6,171	6,592	5,401	1062,587	947,038
40,050	4,429	6,174	6,593	5,400	1062,608	946,992
40,060	4,424	6,180	6,593	5,400	1062,615	947,018
40,070	4,425	6,189	6,592	5,400	1062,575	947,017
40,080	4,423	6,194	6,592	5,399	1062,577	946,971
40,090	4,427	6,198	6,593	5,400	1062,601	946,980
40,100	4,423	6,185	6,594	5,399	1062,649	946,943
40,110	4,426	6,182	6,597	5,400	1062,842	946,997
